book,gross_exposure,path,seed,ending_after_tax_wealth,after_tax_cagr,gross_losses_realized,gross_losses_liquidation,disallowed_wash_losses,net_realized_pre_liquidation,tax_benefit_used,unused_loss_carry,liquidation_tax,tracking_error,max_drawdown,annual_turnover,management_fees,borrow_costs,transaction_costs,payments_in_lieu,dividend_taxes,debit_interest,min_margin_excess_ratio,max_net_exposure_error,maintenance_deficiency_observed,feasible_at_inception,deleverage_events,final_exposure_scale,yearly_taxes_paid
150/50,2.0,177,184,803867.3468849938,-0.021595506077215165,2989552.1969347806,107415.9934865303,266005.5674471084,158978.08863924642,127116.54408799662,186769.29065019084,0.0,0.11801852976201638,-0.6718364810030462,2.4012303327573234,55148.35009627371,48523.88513772227,31122.982840140543,84108.0675720519,59066.68206386581,6478.1806511615605,0.4593362210829752,0.022993907821921233,False,True,0,1.0,199831.96824426352
150/50,2.0,178,185,1647793.2224291442,0.05121190641127149,2378490.7290274333,26812.98138852315,190761.06242539664,604922.3192381937,54546.79621001744,-0.0,161966.80531317342,0.13224195654306245,-0.21890208637843578,2.409205270510852,60304.81881225979,50764.044395960846,35053.8930769089,87991.01028633212,63393.052735069934,6844.522021712116,0.46385665428406153,0.03565352594815263,False,True,0,1.0,415817.48581734195
150/50,2.0,179,186,2539476.8398084375,0.0976766493291008,3370143.7640250027,157364.28064424254,292858.4085548836,1799304.6914998617,28993.60879464015,-0.0,225652.78920140938,0.0937993748085385,-0.2835291377141369,2.174784481787928,92576.6017219561,78405.03083688421,48600.3043688898,135902.05345059928,97165.48952366805,10514.679827809654,0.4569073056164586,0.02746288931611285,False,True,0,1.0,820369.720190845
150/50,2.0,180,187,6953811.373510013,0.2140100740510149,4532258.127289312,48374.90438653853,540044.2712365098,5632124.124902197,0.0,-0.0,963671.8486542136,0.09122323802514565,-0.15218281291728086,2.1468450510714887,137361.07678691144,115127.75669818475,74820.80736179209,199554.77827685355,144468.0893663842,33578.738089653896,0.4595656496825152,0.037910629891198644,False,True,0,1.0,2477605.463362486
150/50,2.0,181,188,947883.6008328759,-0.00533805847927582,2192866.852745545,23111.92359504378,147290.8891942,-147169.92392593517,166181.82855902018,-0.0,62203.67312101147,0.11270731755985668,-0.41290487393894015,2.4087936108299086,39282.07319654891,33261.57384643338,22848.33727096895,57653.39466715117,41713.50661605846,4914.962891357386,0.46322857934398026,0.02908197991092254,False,True,0,1.0,173392.5691022121
150/50,2.0,182,189,896459.9760064313,-0.010870645973749093,2194145.3512011906,12216.41385027811,214433.9274050018,-103888.26844620347,172402.28651089122,-0.0,42649.70493547215,0.12496479161905316,-0.6544429054791435,2.3310258985815526,43203.04489346712,36246.806494006116,24153.19420533025,62827.79792294391,45581.4546456636,4358.324131824916,0.4582824069117017,0.023614657269868555,False,True,0,1.0,176013.0756284079
150/50,2.0,183,190,2357552.499432324,0.08954742155921513,2903773.2663037153,94515.97887163167,298101.5182897419,1475317.0494921836,91145.89710961172,-0.0,239548.44890554878,0.11891667435895464,-0.2477751552589832,2.3855605659046066,66916.6498503152,56826.19421208722,39127.26088712285,98498.73663428452,70603.79855112171,9747.432070920391,0.4632416803058778,0.025774936899110035,False,True,0,1.0,716311.5636471615
150/50,2.0,184,191,661644.4917248251,-0.04046135569635956,2081472.95928804,52807.72714153382,95710.8353395032,-442937.4649943226,211023.13135280405,-0.0,8055.046492694732,0.09643845262648038,-0.612028240222023,2.499262001000117,35697.32103089583,29985.394536770535,21303.259704032742,51974.68386373558,37715.544096480306,2470.9959803647,0.4598791010728616,0.032063179254791296,False,True,0,1.0,59824.88974434852
150/50,2.0,185,192,1192693.0447630258,0.017777553824095405,3384105.6134730694,84005.0312711964,223124.7203350076,450507.97879001894,166573.81746275732,210207.74468698824,0.0,0.1283705595509076,-0.543002297589545,2.3682375869814365,68355.8844146115,58476.544972929194,38025.91085660924,101359.34461974396,72291.62634618659,8548.60618228474,0.46032732606639315,0.03137088234216856,False,True,0,1.0,415136.19890231016
150/50,2.0,186,193,1472409.0883700787,0.03944819384087639,2135946.7298828135,38911.14107563491,187137.7390163291,671066.5334765308,73197.02134987249,-0.0,62987.77025845373,0.11561236331831626,-0.30495218701109605,2.3791145165008496,49246.258267358186,41794.5592859465,28649.15191357779,72443.90276230726,52236.74992037297,5329.972337085906,0.4565614843634141,0.026183687200832972,False,True,0,1.0,316953.8703431576
150/50,2.0,187,194,1740819.8895579516,0.057000965491778466,2221196.6474527484,62439.81910627488,267771.44196236425,1029622.1045030307,84048.0,-0.0,134910.5493947526,0.10636925987118116,-0.3728425681754933,2.199994708519563,58621.8300627519,49649.33254831702,31592.74414261066,86058.84308374954,61955.20656575134,8583.769871504703,0.462941831645007,0.03128403051180473,False,True,0,1.0,550043.9781492387
150/50,2.0,188,195,990480.1241325305,-0.0009560906082494158,2491528.4939105283,19617.501219107708,207536.03552869623,56884.919327714,126072.0,-0.0,94937.64275841985,0.08546825646022481,-0.4840102662134753,2.5192246900002813,48025.10135166401,41965.27587681311,28835.4794320441,72739.81151980936,51258.227709510524,4262.440646705621,0.46408507052621917,0.031710525839985904,False,True,0,1.0,210518.61791749432
150/50,2.0,189,196,1332779.7048478518,0.029143266975971693,2328745.228394382,8117.115098893481,191461.64285447975,415871.1167057664,107641.3960407724,-0.0,94959.67929298179,0.11762272782159416,-0.34100891502701225,2.3402725800483695,54967.35293056544,47354.440812248555,30951.741773065725,82081.03074123082,58169.815627472606,4219.004654256978,0.4525886985683079,0.036470798964779005,False,True,0,1.0,314436.94043431606
150/50,2.0,190,197,749646.6262281085,-0.02840413220337923,2453457.9207984195,71499.40080802186,165552.68272581257,-213492.76773682656,210120.0,-0.0,12195.628508423717,0.11081334925112384,-0.6486840414376825,2.4635138806511705,42790.42906541926,37373.67331473469,24986.305359834183,64781.03374554012,45750.92834899846,2667.355934072674,0.461394399447222,0.03019458511183859,False,True,0,1.0,142663.7464045926
150/50,2.0,191,198,873771.2439829301,-0.013403035796421436,1773109.0013511712,33561.52999145796,103791.2832140483,-280164.47400222166,217844.35184538353,-0.0,17628.64438482436,0.10313448330652164,-0.5680944073921608,2.5506920888902562,29780.542310469988,25948.751833708302,18552.594546425516,44977.83651176105,32003.90463726956,2588.000319035674,0.45812316314438717,0.0405192988814016,False,True,0,1.0,91668.78117611146
150/50,2.0,192,199,4935674.10626953,0.1730989542142698,3772371.5508450638,361476.2594790508,508069.5221591913,3980948.729361439,0.0,-0.0,570164.1091320878,0.09528786700089717,-0.20558748355257783,1.9797634735544158,121513.42794506335,102980.93807481609,60427.474622936454,178500.29266301455,127709.80778701467,18712.713909705497,0.45620429198616796,0.022888601999769165,False,True,0,1.0,1610732.0206890455
150/50,2.0,193,200,1074288.0503762779,0.007191552243775767,2215866.4047136363,33613.858838887085,175339.91725362162,103077.10501898044,214542.03839779567,-0.0,55461.959510394896,0.11900231122978275,-0.38796396961520807,2.2657242232251202,44182.824843635004,38151.92821149113,24229.495742644827,66130.00889991797,47058.14952444446,3702.485276772006,0.46255918005071117,0.034320680084956146,False,True,0,1.0,280369.77315056295
150/50,2.0,194,201,1999894.2005289851,0.071767792748054,3039757.8396358057,106442.12682771975,253286.30984064244,1124718.204124956,126072.0,-0.0,101018.69251004359,0.10386902908735926,-0.3570704078013581,2.3382844239669556,60745.12729468892,52724.72826196527,34643.23612706026,91389.52898740649,64794.56074989948,11428.632294099776,0.45726953370435325,0.03150406056243793,False,True,0,1.0,427796.47352687694
150/50,2.0,195,202,1282904.9331121945,0.025225612939718367,2442639.9952632687,62017.318826137685,216535.14079986385,477199.27151975164,133185.4435065463,-0.0,67038.63319642021,0.1252246207593556,-0.3813227989658219,2.447949722548636,52672.218068947805,45242.77436888678,30956.08879722813,78420.80890607041,55666.536754357134,5386.505785788136,0.45497967801320294,0.04002422132953276,False,True,0,1.0,343204.17559466267
150/50,2.0,196,203,1869269.7571636927,0.06455277888788169,2552277.891459487,51547.92751633679,222199.79477838113,1149779.3966097655,113073.68032598004,-0.0,140565.22332151467,0.12696035274642845,-0.4319287347152386,2.2819059948274383,63347.94831833814,53460.361091027306,35125.75895572471,92664.62589111397,67252.52011878215,13728.285303665032,0.462638970440292,0.029831650061360016,False,True,0,1.0,592043.5434046173
150/50,2.0,197,204,1264839.3596852727,0.023772682852809535,2349499.738494313,123180.55782446309,237159.54517481686,481850.7662636911,107051.85492314794,-0.0,38448.48690505017,0.11458764123120788,-0.3848036616976116,2.3476986274171123,49661.57834509117,42791.91460911473,28158.673616337965,74172.65198913222,52885.72770699123,6735.950185793152,0.4654535076891703,0.038129927297973376,False,True,0,1.0,264187.2115932692
150/50,2.0,198,205,830069.7099608954,-0.018452194010389222,1700773.5988790914,37850.501455803496,109894.61948747044,-333222.20333664847,187502.0081418837,-0.0,61331.74529535088,0.12066626916495407,-0.554145335587749,2.2500101764365725,33854.618591869796,29293.629408019657,18610.30778302665,50775.62430723406,36296.002782504955,3612.5675978751933,0.4626016601429622,0.028789390836198914,False,True,0,1.0,112231.09656826864
150/50,2.0,199,206,892053.5433791426,-0.01135791844586398,1562764.3086460244,41672.69070867605,108599.95634111567,-315578.06821097934,217368.7138411879,-0.0,53479.980455269455,0.10276078942395406,-0.5757983117585065,2.440733833770225,26176.285929154077,22376.012285342935,15969.878369491104,38785.08796126108,28074.620002711054,2397.3712365151214,0.46169646040383666,0.037264943698089414,False,True,0,1.0,134993.6867256947
200/100,3.0,0,7,3859631.0790202776,0.14460220834725734,6337381.431314555,543574.5242313822,661068.7800843779,4376139.396289915,42392.30908261164,-0.0,430612.9973299692,0.16968424614915453,-0.24564941388983386,3.474507405017473,114652.36313003942,182877.6137201407,96590.39075935702,316987.8637815772,156949.96059689502,31954.13852674411,0.188202723725173,0.03217955742765022,False,True,0,1.0,1906637.590905489
200/100,3.0,1,8,1852899.1636512768,0.06361677566395785,3179022.5284512606,166688.44140699817,282015.40976285364,768559.5989956886,168096.0,-0.0,159932.90945775685,0.15959555007159842,-0.5772256387455806,3.314296238136864,46193.123961859594,76285.89999362569,38433.253208007525,132228.89332228454,64935.95764518765,8770.792546042463,0.18793555652568134,0.030782163786631234,False,True,0,1.0,495512.1637838977
200/100,3.0,2,9,657562.565532904,-0.04105497998131258,2383058.9192413185,94628.36838010217,256000.2724248471,-222178.65144947337,181178.17734669073,-0.0,51300.61084970515,0.18009442790543614,-0.5812448061106337,3.5596156763057367,32253.063774520528,55713.036310772135,27766.099161916867,96569.26293867167,46386.408971921606,3033.990235601376,0.18729077376380376,0.02778745477988398,False,True,0,1.0,123042.40415000849
200/100,3.0,3,10,671571.0094611063,-0.039031406981909544,4027829.834183385,18805.408326870653,365196.3915530372,-220219.53058678022,259776.87761120376,110537.3351525368,0.0,0.1770923281705659,-0.7807083589646321,3.846189454670842,45389.57498399606,76415.3498528607,40884.75112515725,132453.27307829182,64077.985817615,6622.478738734723,0.1878037148960037,0.03043292947783116,False,True,0,1.0,283441.6135069793
200/100,3.0,4,11,1972351.4459705846,0.07028251446522082,3858974.2221443425,189974.04168830143,472582.69043504726,1729920.7216916971,13228.857959022647,-0.0,144391.42483242464,0.15497368121880342,-0.27668584597943735,3.5954492455934313,68763.65864054508,114913.19983160458,59588.271337497965,199182.8797081146,96691.55982176911,15985.746542444009,0.1888298983468756,0.025780108807203606,False,True,0,1.0,738758.2572194635
200/100,3.0,5,12,1708255.8731665513,0.05500688110289387,4925712.689114922,88068.44457855144,479691.8676552456,1186563.9035746658,93687.81370257109,-0.0,217591.1313894837,0.13317920775760345,-0.447729215373063,3.7797419308001965,62747.132307233085,106933.5566229701,56951.394680077196,185351.49814648152,89144.96022665747,15573.446511215538,0.18262793232755095,0.03348609211993936,False,True,0,1.0,600528.7874156022
200/100,3.0,6,13,1227901.9387276336,0.020742901719443596,4019466.102592133,35996.877180349074,441276.74234089017,601834.8043312263,79946.20222579254,-0.0,159286.4051113769,0.15218904377194248,-0.4472235651145554,3.5596766885492697,55526.56277227066,94424.71853227972,47308.72531510315,163669.51212261818,78556.74619093476,8832.628550728728,0.18840646439386305,0.026976943210429427,False,True,0,1.0,383657.15211595636
200/100,3.0,7,14,828504.9789712215,-0.01863737877764915,3451041.5900225346,79870.8512839297,370674.94447166106,174038.211851354,142998.3727293863,-0.0,70117.550953818,0.17350225044487708,-0.4920795590560254,3.7936366705949247,43951.17761815337,74948.84408880306,39658.191667233055,129911.32975392528,62482.85135560423,6064.889116032192,0.1878302927435057,0.03297198493723319,False,True,0,1.0,257201.75215480762
200/100,3.0,8,15,861029.7875690649,-0.014851234123378632,3642570.4879039866,76741.84708762134,549232.4533435433,653657.3578377401,88924.9444161612,-0.0,66674.34572945695,0.14951201955760932,-0.43977615973721185,3.8133437377607735,49966.40395647397,87193.14846546488,45110.53766773647,151134.79067347245,71796.51085448172,7208.338465988156,0.18800866404164832,0.027304933267694453,False,True,0,1.0,333942.1040434309
200/100,3.0,9,16,2621243.1815042123,0.10116077145405211,4146981.9327611923,249406.35516406695,490427.59465277276,2077169.7462682177,103063.32586061148,-0.0,299691.79059701634,0.17711489955508805,-0.24587816465441026,3.4870886512268546,73624.62020722622,122113.01601853748,63001.7121361654,211662.56109879832,102742.40968313502,16821.902808976494,0.18975023524229256,0.028522562351663394,False,True,0,1.0,943471.7781702713
200/100,3.0,10,17,1446947.015761608,0.037636554271443634,3505061.719424227,295006.4177897862,405807.2581158371,645257.2804646515,124065.97831668452,-0.0,161827.31570327745,0.1809474533316563,-0.36654909630176713,3.6676454535123133,50725.974083318644,82856.4968521074,45256.270676996406,143617.92787698616,70431.54093531113,6316.734967389674,0.1885472471865297,0.032457205881762485,False,True,0,1.0,518640.1161553077
200/100,3.0,11,18,905495.2936767923,-0.009878206730550065,2533712.4454484624,48891.203901461064,265376.09985190385,41621.018285861355,206474.05962688327,-0.0,67756.11775330365,0.1712649169773994,-0.6255708232354775,3.443025789993012,33417.923810364126,56549.37076636165,28316.054612599048,98018.90932836017,47590.32876119095,4752.635966809865,0.18967959618837515,0.030647587568873425,False,True,0,1.0,278117.1779722173
200/100,3.0,12,19,1160239.85345402,0.014973674187521047,2984742.959613328,81088.56808643672,460280.9652282841,743625.3439934615,175119.80425036984,-0.0,89448.48145699916,0.15562284523564102,-0.38206899030296504,3.7663508136524397,42209.46959495415,72242.96532474726,38528.4335850171,125221.1398962286,60303.41559756231,9691.15772258405,0.18847570527815555,0.025062627038286767,False,True,0,1.0,477448.804302381
200/100,3.0,13,20,487891.6939898534,-0.06925150539506753,2001000.2599306211,58082.88627494093,137363.12969782064,-693043.8113262889,300931.4232912403,-0.0,17736.149056054637,0.18042183671988135,-0.7861761428588112,3.6013798001426927,19458.960340252623,33527.99207289503,17379.325481701897,58115.18625968472,28424.734522385694,1904.1698923490428,0.18164017340620955,0.02110052739950663,False,True,0,1.0,60283.9126051671
200/100,3.0,14,21,524916.8074109466,-0.062418460170986734,2806446.822078068,28105.77128508172,345449.07202931773,-260535.43707999054,231218.03685024846,-0.0,30303.59809753187,0.16661092367069544,-0.7995179515364035,3.889403156788338,37703.14192911351,65479.86959043618,34531.78366623029,113498.44062342266,54271.64085911015,4402.124836977703,0.18659930147145956,0.0314582875670254,False,True,0,1.0,139159.2571531374
200/100,3.0,15,22,1530052.749935944,0.043447590124258806,4341953.970191387,96153.8944193514,500850.8601578236,936958.5993399336,148681.21487448004,-0.0,133337.97802826634,0.1642639078110775,-0.5813784781703526,3.5825284416384187,57423.34198696087,98664.05914168981,49524.91774398676,171017.7025122624,81809.38274321418,12689.879220567262,0.18412010052678907,0.03500473718825825,False,True,0,1.0,501208.05717930064
200/100,3.0,16,23,710524.8099780211,-0.033597767130088,3305911.6081680222,337063.76400300255,341913.0463037108,260068.9292363848,228852.52551785525,12635.066849691822,0.0,0.14842597682419323,-0.6836899864706337,3.7134515291361714,39680.176751647414,67612.11977764963,34940.81796781167,117194.34094792606,56765.327384637996,9917.695113551186,0.1884297621915567,0.03940209811977757,False,True,0,1.0,296666.7398763282
200/100,3.0,17,24,558199.5487357149,-0.05663676216548785,2846549.7603581226,20721.817225775965,192927.67037554597,-671560.170832383,336192.0,-0.0,45096.26541908651,0.15134196687852058,-0.8227935988035886,3.7423950336309284,27678.971286890428,47809.69833671794,24904.54469135163,82870.1437836444,39850.14742221428,2476.468444919213,0.1883579911642966,0.026936026555632986,False,True,0,1.0,109408.36077918159
200/100,3.0,18,25,2431088.164063501,0.0928991064731457,5184396.4636654295,113226.17296333125,705707.6466601134,2171143.3482651906,79027.52137607681,-0.0,431047.2341883289,0.18810082220541902,-0.4892118831441645,3.360167900742232,81104.86436473885,137056.57184684963,66468.47493542843,237564.72453453942,114342.5471344708,17891.43198040237,0.18613330024582,0.04107402566582996,False,True,0,1.0,1100311.33989495
200/100,3.0,19,26,2082285.1334508879,0.07610344032724092,4540725.546986728,92923.52950865719,710001.9213272597,1704171.0723707348,34923.40491471533,-0.0,308856.2753628996,0.13909154161189918,-0.425341339300611,3.4325728117126504,69798.76403339948,117723.37055321196,58319.88341885878,204053.84229223419,98549.01281149824,13468.271477333907,0.18610047051081732,0.03169798923997469,False,True,0,1.0,802396.4095777874
200/100,3.0,20,27,1556314.1701405237,0.04522485176111224,4289001.205283307,89562.13288043796,479001.6263958991,1213496.4701414695,128631.1028229015,-0.0,141909.09786827397,0.1413492663040761,-0.33999411698438753,3.4685640519240777,66103.51665083876,113226.58237536052,54780.35040318084,196259.4094506249,94125.02434763855,13958.562075270474,0.18698172907605154,0.03837028705466916,False,True,0,1.0,558380.8396321302
200/100,3.0,21,28,804421.8034281778,-0.021528042897797528,2447436.3732031086,33547.80831151983,204095.44555523514,-172402.33505547565,217526.44046609182,-0.0,43639.436963608,0.19132485053223658,-0.7062586167122981,3.6117464731338957,30340.242791924058,51663.56907588982,26809.99418205754,89550.186398209,43547.41628310283,5275.755988071635,0.1880190580005521,0.029993269485018237,False,True,0,1.0,196622.9709102093
200/100,3.0,22,29,952094.2522141899,-0.0048970944086923485,2743032.765287362,25936.702418516696,366315.23650146526,239352.35263395205,173955.4344384317,-0.0,134351.60568127988,0.16702175071287875,-0.5268891628703303,3.711772832709021,36378.8138399346,63375.46564461323,32855.15353160419,109850.80711732962,52401.31125818194,5883.08299684648,0.1861692779648922,0.024285248724529085,False,True,0,1.0,348350.3154889643
200/100,3.0,23,30,865499.6035950871,-0.014341010108650076,3398485.5128909033,37646.2675579353,487426.27610188775,598957.1864895865,168096.0,-0.0,93769.9763588119,0.15775140804980992,-0.6099024927953853,3.411262447710385,49245.279513695314,85248.05727248726,40089.11133235541,147763.29927231124,70721.33264920638,9259.445185265851,0.1874588549350971,0.04779958831384956,False,True,0,1.0,384562.53857598477
200/100,3.0,24,31,936732.0578448914,-0.006514487629059484,3511368.272728747,63095.76564997371,274596.40315717383,110612.71136893592,189456.84277639777,-0.0,52874.37007447491,0.16885507099474356,-0.5596293960642016,3.816675803563169,44451.344064455756,75619.23689503394,40422.03921108707,131073.34395139222,63296.918324789105,6644.4249933019655,0.1900336044872887,0.04017583886616927,False,True,0,1.0,261433.28345765412
200/100,3.0,25,32,895208.7113464457,-0.011008793878322987,3376273.4148199684,56298.71179186626,401092.0531956241,381099.79608235665,149549.74700005926,-0.0,47886.54290288997,0.13798258493731647,-0.4776302898916118,3.824790474566914,45870.650949771305,78188.61797405932,41686.0650187429,135526.93782170277,64925.245251021886,6453.916403800724,0.18918834516267974,0.027306235826746184,False,True,0,1.0,302516.7597863356
200/100,3.0,26,33,2277392.945486995,0.08578489867705086,4422211.516101864,118418.22517462242,576873.2164787685,2149243.7592347045,54314.98964275097,-0.0,157585.10886392562,0.1582141015299064,-0.2604321295615123,3.6145835900418275,80474.01652961547,134687.82965304813,69633.62019298818,233458.90473195008,113405.99089388837,25107.532478383175,0.18134785541646306,0.038919088975269744,False,True,0,1.0,845320.8932795172
200/100,3.0,27,34,663445.9193317435,-0.040200426258420685,2239303.044974901,54542.98735110436,173716.94403138317,-372279.56928321545,233019.7583560902,-0.0,35279.11194974631,0.21501131577147392,-0.5726501355241529,3.7664743904120983,25180.91688076843,42993.39147895737,23321.019004247482,74521.87856352612,36148.33407632698,2835.344146070972,0.18815377107,0.03366735921049735,False,True,0,1.0,138603.7303504632
200/100,3.0,28,35,1012749.6428963725,0.00126770791248898,3249719.864994652,155790.1052381894,360556.45099402283,471369.78493781073,181971.53654135915,-0.0,55100.98899471373,0.17055827813156874,-0.6162219211312461,3.530614271011978,46737.54982947895,79910.24104242708,39600.98684357249,138511.0844735403,66787.69782239178,9261.232509860905,0.18125702246748499,0.035068445590776376,False,True,0,1.0,326567.42471039016
200/100,3.0,29,36,1510226.9833329495,0.04208758652199274,3909443.0557143874,99241.84751486205,411110.049334141,821417.10558811,59581.665192774555,-0.0,180154.07970737416,0.14716518419147973,-0.3454003236889678,3.517194631636227,64644.57734646454,109860.36578720309,54452.1370325709,190424.634031152,91362.32601715744,11691.39641816192,0.1896809530731941,0.03202732544201514,False,True,0,1.0,507132.5156059322
200/100,3.0,30,37,1485637.1383309262,0.040378274978642326,4443051.092203461,89352.34060499852,354053.0955470499,945244.5061409645,115983.76131083517,-0.0,123680.72143935904,0.14550144649502098,-0.19053413473638903,3.815286838391561,59217.17203574799,97177.35582853282,54150.62032662638,168440.75010279022,82355.60250364717,10991.545363651328,0.18836534268644406,0.04709316806853936,False,True,0,1.0,598806.27953141
200/100,3.0,31,38,1810690.6819242667,0.06116868783506546,7570261.079869278,182312.82626220942,972145.19625593,2708661.0337775014,90271.72766304869,633071.7971148771,0.0,0.19028921707754531,-0.5877338020895013,3.708616459698508,106280.07544638951,177368.1298360021,91626.09276920688,307438.0917157369,148342.61233370207,21458.04042112068,0.189479141997952,0.020750574043130632,False,True,0,1.0,1090281.0097761538
200/100,3.0,32,39,466768.9997838475,-0.0733617983521162,3041985.99398956,20067.538840319387,386430.32590705046,-3727.551113074762,219790.4028640998,116317.90882266258,0.0,0.14650160884843783,-0.8001077435083968,3.9561603401139758,35532.34094159683,63142.091123018894,33081.00554169052,109446.29127989938,52007.788350413764,7446.05760285643,0.1886538163490246,0.03597235250175479,False,True,0,1.0,223218.88493524166
200/100,3.0,33,40,666504.7945571297,-0.039758817761834764,4136536.2935593813,25535.751144737314,392749.22827988665,-84831.2493063185,160640.49992027125,-0.0,18833.055684104133,0.18701208316835524,-0.7152905303357299,3.76367487155988,46321.68334084456,79746.80899036028,40974.938912332036,138227.80224995784,66314.34280353933,6629.006312418722,0.18749770353223122,0.024349568395309218,False,True,0,1.0,210294.05396484377
200/100,3.0,34,41,1502760.3224390384,0.04157122174208405,3108827.5292006675,13134.798712869446,389570.91382883274,706093.7698936168,131435.7980219202,-0.0,213834.95174906243,0.15318574891090025,-0.44098286329382286,3.653666409031073,46126.16086480207,76667.00351623064,41377.78849294288,132889.47276146652,65003.958746773176,8977.07847557833,0.18629753631404586,0.0347062869743493,False,True,0,1.0,582968.6757745774
200/100,3.0,35,42,695938.6088780451,-0.0356002412370926,2854897.984874255,48725.430781352945,275084.25323116855,-214519.17140135766,186499.2109005396,-0.0,34296.28729483571,0.16304377670542092,-0.5603171820128665,3.6555079792347613,37358.82371017974,63816.45918635979,32631.92093983384,110615.19592302364,53328.02251030228,5594.894079273731,0.18544432533979577,0.03764841865316226,False,True,0,1.0,139116.80575387244
200/100,3.0,36,43,1365308.145705623,0.03162787427861513,3014546.056606816,78170.0958101826,282446.0007701742,320930.29584085196,176393.25278832356,-0.0,115934.93663987852,0.1528963941658618,-0.3696984596036531,3.622451444017667,44992.35292255671,75818.53001718232,39699.001834115916,131418.78536311607,63489.30589684377,6950.43494813571,0.18014206878791036,0.028772386549130058,False,True,0,1.0,342893.58899376984
200/100,3.0,37,44,1007287.6247784321,0.0007263835242155015,4097099.706258568,125089.90004857392,650170.5673313026,961639.8523549729,106967.90132136048,-0.0,48840.97969277236,0.15677104519711532,-0.471388846260523,3.9913479216049206,59634.487067787,103323.36682089363,55777.57539119993,179093.83582288225,85280.94473060741,9882.481549606204,0.18741352352203236,0.022135820047480603,False,True,0,1.0,446198.49802749685
200/100,3.0,38,45,1252840.861309444,0.022797342499167206,4149456.309965847,75799.44553933789,586736.8676551029,1179242.872906,49063.99214466643,-0.0,106675.8412503762,0.13690423555068781,-0.5039241045130181,3.4229162111758518,68717.70908794184,117227.8517661097,55765.53018767085,203194.94306125675,97144.99837874131,12469.08325955808,0.18560028638170964,0.037430592282219566,False,True,0,1.0,533601.0880869987
